headline,pubDate,tokens,lemmatized_tokens,source,voice_spacy,Described Victim,Suffering Label,Perpetrator,mentions_death,Implicit Perpetrator,week,voice_gpt4
Middle East crisis: Israel criticised for strike that killed seven aid workers in Gaza – as it happened,2024-04-02,"['Middle', 'East', 'crisis:', 'Israel', 'criticised', 'for', 'strike', 'that', 'killed', 'seven', 'aid', 'workers', 'in', 'Gaza', '–', 'as', 'it', 'happened']","['Middle', 'East', 'crisis:', 'Israel', 'criticised', 'for', 'strike', 'that', 'killed', 'seven', 'aid', 'worker', 'in', 'Gaza', '–', 'a', 'it', 'happened']",guardian,active,0.0,Palestinian suffering,israel,1,Israel,2024-04-01,passive
Iran Says the Deadly Israeli Strike in Damascus Will Not Go Unanswered,2024-04-02,"['Iran', 'Says', 'the', 'Deadly', 'Israeli', 'Strike', 'in', 'Damascus', 'Will', 'Not', 'Go', 'Unanswered']","['Iran', 'Says', 'the', 'Deadly', 'Israeli', 'Strike', 'in', 'Damascus', 'Will', 'Not', 'Go', 'Unanswered']",nyt,active,1.0,Israeli suffering,israel,0,Israel,2024-04-01,active
Wednesday Briefing: Aid Workers Killed in Gaza,2024-04-02,"['Wednesday', 'Briefing:', 'Aid', 'Workers', 'Killed', 'in', 'Gaza']","['Wednesday', 'Briefing:', 'Aid', 'Workers', 'Killed', 'in', 'Gaza']",nyt,active,0.0,Palestinian suffering,none,1,Israel,2024-04-01,passive
Israel bombed an Iranian Embassy complex. Is that allowed?,2024-04-02,"['Israel', 'bombed', 'an', 'Iranian', 'Embassy', 'complex.', 'Is', 'that', 'allowed?']","['Israel', 'bombed', 'an', 'Iranian', 'Embassy', 'complex.', 'Is', 'that', 'allowed?']",nyt,passive,,No suffering described,israel,0,Israel,2024-04-01,active
Israeli Strikes Kill 7 Aid Workers in Gaza,2024-04-02,"['Israeli', 'Strikes', 'Kill', '7', 'Aid', 'Workers', 'in', 'Gaza']","['Israeli', 'Strikes', 'Kill', '7', 'Aid', 'Workers', 'in', 'Gaza']",nyt,unclear,0.0,Palestinian suffering,israel,1,Israel,2024-04-01,active
World Central Kitchen Aid Workers Killed in Israeli Strike,2024-04-02,"['World', 'Central', 'Kitchen', 'Aid', 'Workers', 'Killed', 'in', 'Israeli', 'Strike']","['World', 'Central', 'Kitchen', 'Aid', 'Workers', 'Killed', 'in', 'Israeli', 'Strike']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2024-04-01,passive
What We Know About the Iranian Commanders Killed by Israel in Syria,2024-04-02,"['What', 'We', 'Know', 'About', 'the', 'Iranian', 'Commanders', 'Killed', 'by', 'Israel', 'in', 'Syria']","['What', 'We', 'Know', 'About', 'the', 'Iranian', 'Commanders', 'Killed', 'by', 'Israel', 'in', 'Syria']",nyt,active,2.0,Other suffering,israel,1,Israel,2024-04-01,passive
7 Aid Workers Killed in Gaza Were Known for a Passion for Helping Others,2024-04-02,"['7', 'Aid', 'Workers', 'Killed', 'in', 'Gaza', 'Were', 'Known', 'for', 'a', 'Passion', 'for', 'Helping', 'Others']","['7', 'Aid', 'Workers', 'Killed', 'in', 'Gaza', 'Were', 'Known', 'for', 'a', 'Passion', 'for', 'Helping', 'Others']",nyt,passive,0.0,Palestinian suffering,none,1,Israel,2024-04-01,passive
‘Very best of humanity’: the seven aid workers killed in Israeli airstrike,2024-04-03,"['‘Very', 'best', 'of', 'humanity’:', 'the', 'seven', 'aid', 'workers', 'killed', 'in', 'Israeli', 'airstrike']","['‘Very', 'best', 'of', 'humanity’:', 'the', 'seven', 'aid', 'worker', 'killed', 'in', 'Israeli', 'airstrike']",guardian,unclear,0.0,Palestinian suffering,israel,1,Israel,2024-04-01,passive
"Biden says he is ‘outraged’ by the attack on an aid convoy, after Israel’s military says it was a mistake.",2024-04-03,"['Biden', 'says', 'he', 'is', '‘outraged’', 'by', 'the', 'attack', 'on', 'an', 'aid', 'convoy,', 'after', 'Israel’s', 'military', 'says', 'it', 'was', 'a', 'mistake.']","['Biden', 'say', 'he', 'is', '‘outraged’', 'by', 'the', 'attack', 'on', 'an', 'aid', 'convoy,', 'after', 'Israel’s', 'military', 'say', 'it', 'wa', 'a', 'mistake.']",nyt,active,,No suffering described,israel,0,Israel,2024-04-01,active
Three British aid workers killed in Gaza named,2024-04-03,"['Three', 'British', 'aid', 'workers', 'killed', 'in', 'Gaza', 'named']","['Three', 'British', 'aid', 'worker', 'killed', 'in', 'Gaza', 'named']",bbc,active,0.0,Palestinian suffering,none,1,Israel,2024-04-01,passive
The slaughter and famine in Gaza is an atrocity foretold. We demand an end to it | Owen Jones,2024-04-03,"['The', 'slaughter', 'and', 'famine', 'in', 'Gaza', 'is', 'an', 'atrocity', 'foretold.', 'We', 'demand', 'an', 'end', 'to', 'it', '|', 'Owen', 'Jones']","['The', 'slaughter', 'and', 'famine', 'in', 'Gaza', 'is', 'an', 'atrocity', 'foretold.', 'We', 'demand', 'an', 'end', 'to', 'it', '|', 'Owen', 'Jones']",guardian,active,0.0,Palestinian suffering,none,1,Other,2024-04-01,active
Sunak calls for investigation as British aid workers killed in Israeli airstrike named,2024-04-03,"['Sunak', 'calls', 'for', 'investigation', 'as', 'British', 'aid', 'workers', 'killed', 'in', 'Israeli', 'airstrike', 'named']","['Sunak', 'call', 'for', 'investigation', 'a', 'British', 'aid', 'worker', 'killed', 'in', 'Israeli', 'airstrike', 'named']",guardian,active,0.0,Palestinian suffering,israel,1,Israel,2024-04-01,active
"Israel Takes Responsibility for Strike That Killed Aid Workers, and Tesla’s Sales Drop",2024-04-03,"['Israel', 'Takes', 'Responsibility', 'for', 'Strike', 'That', 'Killed', 'Aid', 'Workers,', 'and', 'Tesla’s', 'Sales', 'Drop']","['Israel', 'Takes', 'Responsibility', 'for', 'Strike', 'That', 'Killed', 'Aid', 'Workers,', 'and', 'Tesla’s', 'Sales', 'Drop']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2024-04-01,active
Middle East crisis: Israel says investigation into its air strike that killed aid workers in Gaza to take weeks – as it happened,2024-04-04,"['Middle', 'East', 'crisis:', 'Israel', 'says', 'investigation', 'into', 'its', 'air', 'strike', 'that', 'killed', 'aid', 'workers', 'in', 'Gaza', 'to', 'take', 'weeks', '–', 'as', 'it', 'happened']","['Middle', 'East', 'crisis:', 'Israel', 'say', 'investigation', 'into', 'it', 'air', 'strike', 'that', 'killed', 'aid', 'worker', 'in', 'Gaza', 'to', 'take', 'week', '–', 'a', 'it', 'happened']",guardian,active,0.0,Palestinian suffering,israel,1,Israel,2024-04-01,active
Israel’s Deadly Airstrike on the World Central Kitchen,2024-04-04,"['Israel’s', 'Deadly', 'Airstrike', 'on', 'the', 'World', 'Central', 'Kitchen']","['Israel’s', 'Deadly', 'Airstrike', 'on', 'the', 'World', 'Central', 'Kitchen']",nyt,unclear,0.0,Palestinian suffering,israel,0,Israel,2024-04-01,passive
Food charity demands independent inquiry into Israeli killing of aid staff,2024-04-04,"['Food', 'charity', 'demands', 'independent', 'inquiry', 'into', 'Israeli', 'killing', 'of', 'aid', 'staff']","['Food', 'charity', 'demand', 'independent', 'inquiry', 'into', 'Israeli', 'killing', 'of', 'aid', 'staff']",guardian,active,0.0,Palestinian suffering,israel,1,Israel,2024-04-01,active
"Israeli Helicopter Fire Probably Killed a Hostage Grandmother on Oct. 7, Military Says",2024-04-05,"['Israeli', 'Helicopter', 'Fire', 'Probably', 'Killed', 'a', 'Hostage', 'Grandmother', 'on', 'Oct.', '7,', 'Military', 'Says']","['Israeli', 'Helicopter', 'Fire', 'Probably', 'Killed', 'a', 'Hostage', 'Grandmother', 'on', 'Oct.', '7,', 'Military', 'Says']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2024-04-01,passive
"String of Israeli Errors Led to Fatal Attack on Aid Convoy, Military Says",2024-04-05,"['String', 'of', 'Israeli', 'Errors', 'Led', 'to', 'Fatal', 'Attack', 'on', 'Aid', 'Convoy,', 'Military', 'Says']","['String', 'of', 'Israeli', 'Errors', 'Led', 'to', 'Fatal', 'Attack', 'on', 'Aid', 'Convoy,', 'Military', 'Says']",nyt,active,0.0,Palestinian suffering,israel,0,Israel,2024-04-01,active
"Sami Michael, Israeli Novelist With Arabic Roots, Dies at 97",2024-04-05,"['Sami', 'Michael,', 'Israeli', 'Novelist', 'With', 'Arabic', 'Roots,', 'Dies', 'at', '97']","['Sami', 'Michael,', 'Israeli', 'Novelist', 'With', 'Arabic', 'Roots,', 'Dies', 'at', '97']",nyt,active,,No suffering described,none,1,Other,2024-04-01,active
"Israeli inquiry findings on aid worker killings lack credibility, charity says",2024-04-05,"['Israeli', 'inquiry', 'findings', 'on', 'aid', 'worker', 'killings', 'lack', 'credibility,', 'charity', 'says']","['Israeli', 'inquiry', 'finding', 'on', 'aid', 'worker', 'killing', 'lack', 'credibility,', 'charity', 'say']",guardian,active,0.0,Palestinian suffering,israel,1,Israel,2024-04-01,active
Inside IDF's detailed briefing on aid convoy attack,2024-04-05,"['Inside', ""IDF's"", 'detailed', 'briefing', 'on', 'aid', 'convoy', 'attack']","['Inside', ""IDF's"", 'detailed', 'briefing', 'on', 'aid', 'convoy', 'attack']",bbc,unclear,,No suffering described,israel,0,Israel,2024-04-01,active
The Israeli hostage whose body was returned Saturday had spoken of feeling unsafe.,2024-04-06,"['The', 'Israeli', 'hostage', 'whose', 'body', 'was', 'returned', 'Saturday', 'had', 'spoken', 'of', 'feeling', 'unsafe.']","['The', 'Israeli', 'hostage', 'whose', 'body', 'wa', 'returned', 'Saturday', 'had', 'spoken', 'of', 'feeling', 'unsafe.']",nyt,passive,1.0,Israeli suffering,none,0,Other,2024-04-01,passive
Israel says it recovered the body of a hostage who was taken from a kibbutz on Oct. 7.,2024-04-06,"['Israel', 'says', 'it', 'recovered', 'the', 'body', 'of', 'a', 'hostage', 'who', 'was', 'taken', 'from', 'a', 'kibbutz', 'on', 'Oct.', '7.']","['Israel', 'say', 'it', 'recovered', 'the', 'body', 'of', 'a', 'hostage', 'who', 'wa', 'taken', 'from', 'a', 'kibbutz', 'on', 'Oct.', '7.']",nyt,passive,1.0,Israeli suffering,none,0,Other,2024-04-01,active
Iran vows revenge at a funeral for commanders killed in an Israeli airstrike.,2024-04-06,"['Iran', 'vows', 'revenge', 'at', 'a', 'funeral', 'for', 'commanders', 'killed', 'in', 'an', 'Israeli', 'airstrike.']","['Iran', 'vow', 'revenge', 'at', 'a', 'funeral', 'for', 'commander', 'killed', 'in', 'an', 'Israeli', 'airstrike.']",nyt,active,2.0,Other suffering,israel,1,Israel,2024-04-01,active
Thousands of Israelis rally to demand hostage deal,2024-04-06,"['Thousands', 'of', 'Israelis', 'rally', 'to', 'demand', 'hostage', 'deal']","['Thousands', 'of', 'Israelis', 'rally', 'to', 'demand', 'hostage', 'deal']",bbc,unclear,1.0,Israeli suffering,none,0,Other,2024-04-01,active
"Another Israeli Hostage’s Body Recovered, the Death Angering His Family",2024-04-06,"['Another', 'Israeli', 'Hostage’s', 'Body', 'Recovered,', 'the', 'Death', 'Angering', 'His', 'Family']","['Another', 'Israeli', 'Hostage’s', 'Body', 'Recovered,', 'the', 'Death', 'Angering', 'His', 'Family']",nyt,unclear,1.0,Israeli suffering,none,0,Other,2024-04-01,passive
‘The memories are too much’: Sderot residents return six months after Hamas attack,2024-04-06,"['‘The', 'memories', 'are', 'too', 'much’:', 'Sderot', 'residents', 'return', 'six', 'months', 'after', 'Hamas', 'attack']","['‘The', 'memory', 'are', 'too', 'much’:', 'Sderot', 'resident', 'return', 'six', 'month', 'after', 'Hamas', 'attack']",guardian,active,1.0,Israeli suffering,hamas,0,Hamas,2024-04-01,active
The Papers: 'Gaza famine' warning and Corrie 'budgeting row',2024-04-06,"['The', 'Papers:', ""'Gaza"", ""famine'"", 'warning', 'and', 'Corrie', ""'budgeting"", ""row'""]","['The', 'Papers:', ""'Gaza"", ""famine'"", 'warning', 'and', 'Corrie', ""'budgeting"", ""row'""]",bbc,unclear,0.0,Palestinian suffering,none,0,Other,2024-04-01,active
"To Battle Wartime Hunger, Gazans Turn to a Humble Leafy Green",2024-04-07,"['To', 'Battle', 'Wartime', 'Hunger,', 'Gazans', 'Turn', 'to', 'a', 'Humble', 'Leafy', 'Green']","['To', 'Battle', 'Wartime', 'Hunger,', 'Gazans', 'Turn', 'to', 'a', 'Humble', 'Leafy', 'Green']",nyt,active,0.0,Palestinian suffering,none,0,Other,2024-04-01,active
Nineteen California college students arrested over pro-Palestine protests,2024-04-07,"['Nineteen', 'California', 'college', 'students', 'arrested', 'over', 'pro-Palestine', 'protests']","['Nineteen', 'California', 'college', 'student', 'arrested', 'over', 'pro-Palestine', 'protest']",guardian,unclear,2.0,Other suffering,none,0,Other,2024-04-01,passive
‘They’re targeting healthcare workers’: airstrikes a constant fear for UK doctors in Gaza,2024-04-07,"['‘They’re', 'targeting', 'healthcare', 'workers’:', 'airstrikes', 'a', 'constant', 'fear', 'for', 'UK', 'doctors', 'in', 'Gaza']","['‘They’re', 'targeting', 'healthcare', 'workers’:', 'airstrikes', 'a', 'constant', 'fear', 'for', 'UK', 'doctor', 'in', 'Gaza']",guardian,active,0.0,Palestinian suffering,none,0,Israel,2024-04-01,passive
"Middle East crisis: Israel to join Cairo talks on Gaza truce and hostage release, says official – as it happened",2024-04-07,"['Middle', 'East', 'crisis:', 'Israel', 'to', 'join', 'Cairo', 'talks', 'on', 'Gaza', 'truce', 'and', 'hostage', 'release,', 'says', 'official', '–', 'as', 'it', 'happened']","['Middle', 'East', 'crisis:', 'Israel', 'to', 'join', 'Cairo', 'talk', 'on', 'Gaza', 'truce', 'and', 'hostage', 'release,', 'say', 'official', '–', 'a', 'it', 'happened']",guardian,active,,No suffering described,none,0,Other,2024-04-01,active
"BBC visits ruins of kibbutz Nir Oz, abandoned after Hamas attack",2024-04-07,"['BBC', 'visits', 'ruins', 'of', 'kibbutz', 'Nir', 'Oz,', 'abandoned', 'after', 'Hamas', 'attack']","['BBC', 'visit', 'ruin', 'of', 'kibbutz', 'Nir', 'Oz,', 'abandoned', 'after', 'Hamas', 'attack']",bbc,active,1.0,Israeli suffering,hamas,0,Hamas,2024-04-01,active
What Netanyahu Must Do to Bring Home the Hostages,2024-04-07,"['What', 'Netanyahu', 'Must', 'Do', 'to', 'Bring', 'Home', 'the', 'Hostages']","['What', 'Netanyahu', 'Must', 'Do', 'to', 'Bring', 'Home', 'the', 'Hostages']",nyt,active,1.0,Israeli suffering,none,0,Other,2024-04-01,active
"At Rally for Hostages, Some Boo When Congressman Calls for Gaza Aid",2024-04-07,"['At', 'Rally', 'for', 'Hostages,', 'Some', 'Boo', 'When', 'Congressman', 'Calls', 'for', 'Gaza', 'Aid']","['At', 'Rally', 'for', 'Hostages,', 'Some', 'Boo', 'When', 'Congressman', 'Calls', 'for', 'Gaza', 'Aid']",nyt,active,0.0,Palestinian suffering,none,0,Other,2024-04-01,active
Quotation of the Day: Gazans Turn to a Wild Plant to Combat Wartime Hunger,2024-04-08,"['Quotation', 'of', 'the', 'Day:', 'Gazans', 'Turn', 'to', 'a', 'Wild', 'Plant', 'to', 'Combat', 'Wartime', 'Hunger']","['Quotation', 'of', 'the', 'Day:', 'Gazans', 'Turn', 'to', 'a', 'Wild', 'Plant', 'to', 'Combat', 'Wartime', 'Hunger']",nyt,active,0.0,Palestinian suffering,none,0,Other,2024-04-08,active
"Israel’s Account of Attack on Aid Convoy Raises Wider Legal Questions, Experts Say",2024-04-08,"['Israel’s', 'Account', 'of', 'Attack', 'on', 'Aid', 'Convoy', 'Raises', 'Wider', 'Legal', 'Questions,', 'Experts', 'Say']","['Israel’s', 'Account', 'of', 'Attack', 'on', 'Aid', 'Convoy', 'Raises', 'Wider', 'Legal', 'Questions,', 'Experts', 'Say']",nyt,active,,No suffering described,israel,0,Israel,2024-04-08,active
‘Hell on Earth’: famine nears in northern Gaza despite Israeli aid pledges,2024-04-09,"['‘Hell', 'on', 'Earth’:', 'famine', 'nears', 'in', 'northern', 'Gaza', 'despite', 'Israeli', 'aid', 'pledges']","['‘Hell', 'on', 'Earth’:', 'famine', 'nears', 'in', 'northern', 'Gaza', 'despite', 'Israeli', 'aid', 'pledge']",guardian,active,0.0,Palestinian suffering,none,0,Israel,2024-04-08,active
There no escape as AvantiGas holds its LPG customers ‘hostage’,2024-04-09,"['There', 'no', 'escape', 'as', 'AvantiGas', 'holds', 'its', 'LPG', 'customers', '‘hostage’']","['There', 'no', 'escape', 'a', 'AvantiGas', 'hold', 'it', 'LPG', 'customer', '‘hostage’']",guardian,active,2.0,Other suffering,avantigas,0,Other,2024-04-08,active
Hamas leader says three sons killed in air strike,2024-04-10,"['Hamas', 'leader', 'says', 'three', 'sons', 'killed', 'in', 'air', 'strike']","['Hamas', 'leader', 'say', 'three', 'son', 'killed', 'in', 'air', 'strike']",bbc,active,0.0,Palestinian suffering,none,1,Israel,2024-04-08,passive
Hamas Leader Defiant After Israeli Strike Kills 3 of His Sons,2024-04-10,"['Hamas', 'Leader', 'Defiant', 'After', 'Israeli', 'Strike', 'Kills', '3', 'of', 'His', 'Sons']","['Hamas', 'Leader', 'Defiant', 'After', 'Israeli', 'Strike', 'Kills', '3', 'of', 'His', 'Sons']",nyt,unclear,0.0,Palestinian suffering,israel,1,Israel,2024-04-08,active
Lebanese man under US sanctions for allegedly funding Hamas found dead,2024-04-10,"['Lebanese', 'man', 'under', 'US', 'sanctions', 'for', 'allegedly', 'funding', 'Hamas', 'found', 'dead']","['Lebanese', 'man', 'under', 'US', 'sanction', 'for', 'allegedly', 'funding', 'Hamas', 'found', 'dead']",guardian,active,2.0,Other suffering,none,0,Other,2024-04-08,passive
"Hamas Does Not Have 40 Hostages Who Meet Terms of Potential Swap With Israel, Official Says",2024-04-10,"['Hamas', 'Does', 'Not', 'Have', '40', 'Hostages', 'Who', 'Meet', 'Terms', 'of', 'Potential', 'Swap', 'With', 'Israel,', 'Official', 'Says']","['Hamas', 'Does', 'Not', 'Have', '40', 'Hostages', 'Who', 'Meet', 'Terms', 'of', 'Potential', 'Swap', 'With', 'Israel,', 'Official', 'Says']",nyt,active,0.0,Palestinian suffering,none,0,Hamas,2024-04-08,active
Palestinians visit cemeteries and pray outside destroyed mosques at Eid – video report,2024-04-10,"['Palestinians', 'visit', 'cemeteries', 'and', 'pray', 'outside', 'destroyed', 'mosques', 'at', 'Eid', '–', 'video', 'report']","['Palestinians', 'visit', 'cemetery', 'and', 'pray', 'outside', 'destroyed', 'mosque', 'at', 'Eid', '–', 'video', 'report']",guardian,active,0.0,Palestinian suffering,none,0,Other,2024-04-08,active
"Israel: Cease-Fire, Get Hostages, Leave Gaza, Rethink Everything",2024-04-10,"['Israel:', 'Cease-Fire,', 'Get', 'Hostages,', 'Leave', 'Gaza,', 'Rethink', 'Everything']","['Israel:', 'Cease-Fire,', 'Get', 'Hostages,', 'Leave', 'Gaza,', 'Rethink', 'Everything']",nyt,active,1.0,Israeli suffering,none,0,Israel,2024-04-08,active
Here’s What to Know About the Hunger Crisis in Gaza,2024-04-11,"['Here’s', 'What', 'to', 'Know', 'About', 'the', 'Hunger', 'Crisis', 'in', 'Gaza']","['Here’s', 'What', 'to', 'Know', 'About', 'the', 'Hunger', 'Crisis', 'in', 'Gaza']",nyt,unclear,0.0,Palestinian suffering,none,0,Other,2024-04-08,active
What a Terror Attack in Israel Might Reveal About Psychedelics and Trauma,2024-04-11,"['What', 'a', 'Terror', 'Attack', 'in', 'Israel', 'Might', 'Reveal', 'About', 'Psychedelics', 'and', 'Trauma']","['What', 'a', 'Terror', 'Attack', 'in', 'Israel', 'Might', 'Reveal', 'About', 'Psychedelics', 'and', 'Trauma']",nyt,active,1.0,Israeli suffering,none,0,Other,2024-04-08,active
"Israel Announces New Operation Against Hamas, After Killing Top Leader’s Sons",2024-04-11,"['Israel', 'Announces', 'New', 'Operation', 'Against', 'Hamas,', 'After', 'Killing', 'Top', 'Leader’s', 'Sons']","['Israel', 'Announces', 'New', 'Operation', 'Against', 'Hamas,', 'After', 'Killing', 'Top', 'Leader’s', 'Sons']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2024-04-08,active
Friday Briefing: U.S. General Visits Israel Amid Fears of Iranian Attack,2024-04-11,"['Friday', 'Briefing:', 'U.S.', 'General', 'Visits', 'Israel', 'Amid', 'Fears', 'of', 'Iranian', 'Attack']","['Friday', 'Briefing:', 'U.S.', 'General', 'Visits', 'Israel', 'Amid', 'Fears', 'of', 'Iranian', 'Attack']",nyt,active,,No suffering described,none,0,Other,2024-04-08,active
Could Iran attack Israel? And can Biden stop it?,2024-04-11,"['Could', 'Iran', 'attack', 'Israel?', 'And', 'can', 'Biden', 'stop', 'it?']","['Could', 'Iran', 'attack', 'Israel?', 'And', 'can', 'Biden', 'stop', 'it?']",bbc,active,1.0,Israeli suffering,iran,0,Other,2024-04-08,active
